ENTIDAD;DESCRIPCION_URL;ID;ID2;LINK;DESCRICION_1;DESCRIPCION_2;DIAS
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-wom;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-wom;WOM;Paga en 13 a 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-psycho;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-psycho;Psycho Bunny Chile;20% de descuento en Tienda;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-specialized;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-specialized;Specialized;Paga en 4 a 18 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-samsung;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-samsung;Samsung;Paga en 4 a 12 cuotas sin interés todos tus productos en tiendas;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-tronwell;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-tronwell;Tronwell;Paga en 13 a 24 cuotas sin interés;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-smileboost;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-smileboost;Clínica Smileboost;Paga en 12 o 24 cuotas sin interés tus tratamientos odontológicos;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-columbia;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-columbia;Columbia;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-azaleia;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-azaleia;Azaleia;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-billabong;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-billabong;Billabong;20% dcto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-toda-la-tienda-mountain-hardwear;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-toda-la-tienda-mountain-hardwear;Mountain Hardwear;20% de descuento en toda la tienda;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-back-to-school;;https://portales.bancochile.cl/personas/campana-beneficios/detalles/back-to-school;Vuelve a clases con el Chile;Los mejores descuentos y beneficios son con tus Tarjetas del Chile.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-big5-2023;;https://portales.bancochile.cl/personas/campana-beneficios/detalles/big5-2023;Date un gusto todos los días;Hasta 40% dcto. pagando con tus Tarjetas del Chile. La Fête - Juan Maestro - KFC - Dominó - Starbucks.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-30-dcto-restaurant;;https://portales.bancochile.cl/personas/campana-beneficios/detalles/30-dcto-restaurant;Jueves de terraza;30% dcto. en restaurantes pagando con tus Tarjetas del Chile. ;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-verano-2023;;https://portales.bancochile.cl/personas/beneficios/promociones/detalles/verano-2023;¡Este Verano disfruta de los mejores beneficios!;Pagando con tus Tarjetas del Chile hasta el 28 de febrero.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bigos;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bigos;Bigos;20% dcto. todos los viernes.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-poligota-beneficio;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/poligota-beneficio;Poliglota aprende inglés como si estuvieras en Nueva York;Hasta 75% dcto. en los planes de Poliglota.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-totto-bts;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/totto-bts;Totto;25% dcto.Todos los días de Febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-sarak;;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-sarak;Sara K Joyas;20% dcto.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-majestic;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-majestic;Majestic Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-greta-retobar;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/greta-retobar;Greta Restobar;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-mix-sushi;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/mix-sushi;Mix Sushi;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-24-7;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/24-7;24.7;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-rappi-descuento;;https://portales.bancochile.cl/personas/beneficios/delivery/detalles/rappi-descuento;Hasta 40% dcto. todos los días en restaurantes y comercios con Rappi;Pagando con tus Tarjetas de Débito y Crédito del Chile.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pedidosya-2023;;https://portales.bancochile.cl/personas/beneficios/delivery/detalles/pedidosya-2023;30% dcto. o envío gratis en PedidosYa con tus Tarjetas del Chile;Pide algo rico cualquier día.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-travel-viajes;;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/travel-viajes;Travel Viajes;N_A;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-iberia;;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/iberia;Travel Iberia;N_A;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-british;;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/british;Travel British Airways;N_A;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-delta;;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/delta;Travel Delta;N_A;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-jackson-wang-22-mayo-en-el-movistar-arena;;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/jackson-wang-22-mayo-en-el-movistar-arena;Jackson Wang – 22 mayo en el Movistar Arena;Compra tus entradas con los mejores beneficios.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ludovico-einaudi-22-de-marzo-en-el-teatro-municipal;;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/ludovico-einaudi-22-de-marzo-en-el-teatro-municipal;Ludovico Einaudi – 22 de marzo en el Teatro Municipal;Compra tus entradas con los mejores beneficios.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-piknic-6-25-de-febrero;;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/piknic-6-25-de-febrero;Piknic #6 – 25 de febrero;Compra tus entradas con los mejores beneficios.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ricky-martin-llega-a-chile-junto-a-banco-de-chile;;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/ricky-martin-llega-a-chile-junto-a-banco-de-chile;Ricky Martin llega a Chile con su show Sinfónico;7 de marzo - Movistar Arena.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-travel-duty;;https://portales.bancochile.cl/personas/beneficios/catalogo-productos/detalles/travel-duty;Travel Duty;Canjea tus Dólares-Premio por los mejores productos.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-travel-tienda;;https://portales.bancochile.cl/personas/beneficios/catalogo-productos/detalles/travel-tienda;Travel Tienda;Encuentra las mejores ofertas y productos y compra con hasta 24 cuotas sin interés.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-canjea-dp-giftcard;;https://portales.bancochile.cl/personas/beneficios/catalogo-productos/detalles/canjea-dp-giftcard;Canjea Giftcard;Canjea tus Dólares-Premio y disfruta las mejores Gift Cards para ocupar en distintos comercios.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-majestic;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-majestic;Majestic Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-greta-retobar;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/greta-retobar;Greta Restobar;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-mix-sushi;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/mix-sushi;Mix Sushi;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-24-7;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/24-7;24.7;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-notas-de-cafe;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/notas-de-cafe;Notas de Café;15% de dcto. lunes, miércoels y viernes;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-juan-maestro-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/juan-maestro-2;Juan Maestro;Miércoles 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tommy-beans-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tommy-beans-2;Tommy Beans;Miércoles 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-mamut-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/mamut-2;Mamut;Miércoles 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-doggis-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/doggis-2;Doggis;Miércoles 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-rappi-big5;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/rappi-big5;Rappi;Martes 40% dcto. en McDonald's pidiendo a través de Rappi.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-lafete;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/lafete;La Fete;Lunes  20% dcto. pagando con tus Tarjetas del Chile.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-starbucks_2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/starbucks_2;Starbucks;30% dcto. los viernes en bebidas preparadas en tienda Starbucks.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-china-work-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/china-work-2;China Wok;Jueves 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-wendy-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/wendy-2;Wendy´s;Jueves 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-kfc-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/kfc-2;KFC;Jueves 30% dcto. en compras presenciales.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-domino-2;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/domino-2;Dominó;Jueves 30% dcto. en App Club Dominó.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-res;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-res;El Res;20% dcto. todos los días;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-heladerias-bosa;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/heladerias-bosa;Heladerias Bosa;20% dcto. todos los días;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-castillo-hamburgo-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/castillo-hamburgo-30-dcto-terraza;Castillo Hamburgo;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sanbar-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sanbar-30-dcto-terraza;SanBar;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bar-alonso-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bar-alonso-30-dcto-terraza;Alonso;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sarita-colonia-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sarita-colonia-30-dcto-terraza;Sarita Colonia;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-zocalo-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-zocalo-30-dcto-terraza;El Zócalo;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bocacielo-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bocacielo-30-dcto-terraza;Bocacielo;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-saki-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/saki-30-dcto-terraza;Saki;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-favara-30-dcto-terraza;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/favara-30-dcto-terraza;Favara;30% dcto todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-emiratos;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/emiratos;Emiratos ;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-caoba;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/caoba;Caoba;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-expendio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/expendio;Expendio;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-porfirio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/porfirio;Porfirio ;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-krossbar;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/krossbar;KrossBar;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tres-valles;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tres-valles;Tres Valles ;30% dcto. Todos los jueves en terraza;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-cafe-del-desierto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/cafe-del-desierto;Café del Desierto;15% de dcto los días martes y miércoles;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-saki-20-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/saki-20-dcto;Saki;20% de dcto. de lunes a jueves;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pollo-granjero-20-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/pollo-granjero-20-dcto;Pollo Granjero;20% de dcto. de lunes a jueves;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-lechon-salmon-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/lechon-salmon-40-dcto;De Lechón a Salmón;40% dcto. todos los lunes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-uncle-fletch-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/uncle-fletch-40-dcto;Uncle Fletch;40% dcto. todos los lunes de febrero de 2023;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-fuente-chilena-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/fuente-chilena-40-dcto;Fuente Chilena;40% dcto. todos los martes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tanaka-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tanaka-40-dcto;Tanaka;40% dcto. todos los martes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-g32-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/g32-40-dcto;G32;40% dcto. todos los martes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-kai-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/kai-40-dcto;Kai ;40% dcto. todos los martes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sociedad-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sociedad-40-dcto;Sociedad 0306;40% dcto. todos los miércoles de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tramonto-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tramonto-40-dcto;Tramonto;40% dcto. todos los miércoles de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-duran-bar-carnes-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/duran-bar-carnes-40-dcto;Duran Bar de Carnes;40% dcto. todos los miércoles de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-terrazza-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/terrazza-40-dcto;Terrazza;40% dcto. todos los miércoles de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-trattoria-santtino-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/trattoria-santtino-40-dcto;Trattoria Santtino;40% dcto. todos los jueves de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-le-tacon-tango-bar-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/le-tacon-tango-bar-40-dcto;Le Tacon Tango Bar;40% dcto. todos los jueves de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-otto-burger-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/otto-burger-40-dcto;Otto Burger;40% dcto. todos los jueves de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-awa-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/awa-40-dcto;AWA;40% dcto. todos los jueves de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-kechua-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/kechua-40-dcto;Kechua;40% dcto. todos los viernes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-oporto-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/oporto-40-dcto;Oporto;40% dcto. todos los viernes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dominga-terraza-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dominga-terraza-40-dcto;Dominga Terraza;40% dcto. todos los viernes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-anto-restobar-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/anto-restobar-40-dcto;Anto Restobar;40% dcto. todos los viernes de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-chicken-love-you-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/chicken-love-you-40-dcto;Chicken Love you;40% dcto. todos los sábados de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-infiltrados-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/infiltrados-40-dcto;Infiltrados;40% dcto. todos los sábados de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-g14-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/g14-40-dcto;G14;40% dcto. todos los sábados de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bocalago-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bocalago-40-dcto;Bocalago;40% dcto. todos los sábados de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-calma-de-rita-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/calma-de-rita-40-dcto;La Calma de Rita;40% dcto. todos los domingos de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-noi-blend-colchagua-40-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/noi-blend-colchagua-40-dcto;Noi Blend Colchagua;40% dcto. todos los domingos de febrero;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-element-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/element-dolares-premio;Element Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-ciudadano;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-ciudadano;Ciudadano Restaurant;20% dcto. en delivery, retiro y presencial.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tanaka-vitacura-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tanaka-vitacura-dolares-premio;Tanaka Vitacura Dólares-Premio;Consumo por $80.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tanaka-dehesa-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tanaka-dehesa-dolares-premio;Tanaka La Dehesa Dólares-Premio;Consumo por $80.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bravo-cabrera-20-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bravo-cabrera-20-dcto;Bravo Cabrera;20% dcto. martes y miércoles;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tienda-friosur;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tienda-friosur;Tienda Friosur;20% dcto. todos los lunes, martes y miércoles;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-oporto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-oporto; Oporto Dólares-Premio;Consumo por $60.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-japon;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-japon;Japón Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-aurea;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-aurea;Áurea Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-vietnam-discovery;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-vietnam-discovery;Vietnam Discovery Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-casa-alegre;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-casa-alegre;Casa Alegre Dólares-Premio;Consumo por $30.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-zanzibar;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-zanzibar;Zanzíbar Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-la-tabla;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-la-tabla;La Tabla Dólares-Premio;Consumo por $40.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-cabrera-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/cabrera-dolares-premio;Bravo Cabrera Dólares Premio ;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ciudad-vieja-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/ciudad-vieja-dolares-premio;Ciudad Vieja Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-cordova-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/cordova-dolares-premio;Córdova Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-casa-morera-dolares-premio;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/casa-morera-dolares-premio;Casa Morera Dólares-Premio;Consumo por $80.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-canjea-100-dolares-premio-en-restaurant-selvado;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/canjea-100-dolares-premio-en-restaurant-selvado;Selvado Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-la-peluqueria-francesa;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-la-peluqueria-francesa;Peluquería Francesa Dólares-Premio;Consumo por $50.000;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-babilonia-bar;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/babilonia-bar;Babilonia Bar;20% dcto. todos los miércoles y jueves;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pistacho-20-dcto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/pistacho-20-dcto;Pistacho;20% dcto. todos los viernes y sábados;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ana-maria-restaurant;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/ana-maria-restaurant;Ana Maria Restaurant;20% dcto. martes y miércoles;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-chancho-con-chaleco;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-chancho-con-chaleco;El Chancho con Chaleco;20% dcto. miércoles, jueves y viernes;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sushilab-20;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sushilab-20;Sushilab ;20% dcto.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tramonto;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tramonto;Tramonto;20% dcto.  todos los días en horario de almuerzo.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-patio-echenique-restaurant;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-patio-echenique-restaurant;Patio Echeñique Restaurant;20% de descuento de lunes a viernes.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-noi-pedro-atacama;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/noi-pedro-atacama;NOI Casa Atacama – San Pedro de Atacama;20% dcto. de domingo a jueves.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-mas-que-krudos;;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-mas-que-krudos;Mas que Krudos Restaurant ;20% dcto. en delivery y retiro;
